204_7p5_Tc_mc_AKGC417L,0.077,3.018,-866.858,134.188,13.0159,18.0372,-0.156597,2.25448,-1.1007,0.858013,-12.7009,0.143074,7.96511,5.64581,-3.33583
204_7p5_Tc_mc_AKGC417L,3.018,5.756,-928.633,106.798,37.8746,35.0695,34.6072,16.8293,5.41253,24.6214,-4.9183,4.97592,-8.97581,1.77284,6.29818
204_7p5_Tc_mc_AKGC417L,5.756,8.958,-897.257,92.3426,6.29986,17.9641,33.5608,23.6781,17.7627,20.8129,11.5632,7.30212,5.10501,5.14197,-3.7479
204_7p5_Tc_mc_AKGC417L,8.958,11.958,-922.339,105.638,18.7732,15.9769,25.9503,15.2309,15.7484,10.9185,5.62493,8.53033,1.54338,5.42489,-7.76854
204_7p5_Tc_mc_AKGC417L,11.958,14.946,-962.181,103.321,34.3655,26.9158,26.6299,13.8932,9.88277,14.8813,5.89291,17.4392,17.6397,14.4756,2.82855
204_7p5_Tc_mc_AKGC417L,14.946,18.185,-917.114,97.497,13.2214,32.4666,33.8211,7.28118,6.84753,25.9969,7.70997,-7.58678,-0.854927,-8.41406,-6.03814
204_7p5_Tc_mc_AKGC417L,18.185,19.958,-798.17,148.948,15.0898,31.5381,5.67721,7.07426,-1.68048,10.3714,-21.9942,4.20147,-1.54943,2.04102,-5.40582
206_1b1_Ar_sc_LittC2SE,0.307,1.064,-689.641,139.206,32.429,30.6455,17.1746,16.2437,11.7522,10.9681,8.8497,7.72257,6.65569,5.68006,5.18152
206_1b1_Ar_sc_LittC2SE,1.064,2.622,-831.182,136.108,32.0482,28.276,16.8714,14.0711,10.9325,8.50028,7.91043,5.43656,5.89323,3.51882,4.40855
206_1b1_Ar_sc_LittC2SE,2.622,4.679,-658.69,136.372,29.5787,28.3,14.7966,14.2273,9.30522,8.89459,6.33286,5.88321,4.27149,3.86995,2.91066
206_1b1_Ar_sc_LittC2SE,4.679,6.907,-1060.38,95.0546,98.742,73.9214,70.8513,44.0761,41.9128,20.3776,23.6668,9.54326,17.3438,8.00974,16.3965
206_1b1_Ar_sc_LittC2SE,6.907,8.979,-736.152,140.384,33.712,31.9332,18.8328,17.5377,13.2109,12.0072,10.4358,9.19155,8.66317,7.22576,7.0198
206_1b1_Ar_sc_LittC2SE,8.979,10.825,-827.764,135.327,28.3955,26.8363,13.7771,12.86,8.75464,8.02923,6.17271,5.79826,4.76788,4.93098,4.11073
206_1b1_Ar_sc_LittC2SE,10.825,12.7,-902.641,140.376,43.0589,32.0201,26.2492,18.2423,19.8124,12.8106,15.5191,9.87596,12.9611,8.3531,10.2159
206_1b1_Ar_sc_LittC2SE,12.7,14.664,-793.037,139.723,33.5611,31.2892,18.3773,16.5816,12.5245,10.8519,8.92096,7.76955,6.65143,5.83937,4.99335
206_1b1_Ar_sc_LittC2SE,14.664,16.521,-1050.3,91.1566,63.4209,27.4086,43.0726,37.4918,38.3457,5.80441,4.79538,-2.66459,12.5023,3.50058,10.4629
206_1b1_Ar_sc_LittC2SE,16.521,18.636,-888.519,143.496,43.2304,33.9221,25.5042,19.1845,19.137,15.1,15.9488,11.4535,13.3462,9.68087,12.2464
206_1b1_Ar_sc_LittC2SE,18.636,19.979,-961.532,174.517,80.6492,41.3268,35.5916,15.0951,15.8888,2.0625,0.862877,-6.56286,-2.01296,-6.0705,0.903858
178_1b6_Tc_mc_AKGC417L,0.923,2.732,-809.716,147.495,50.6289,43.2162,29.8024,33.6935,24.1964,20.3353,17.1138,11.761,8.56368,11.0265,12.0928
178_1b6_Tc_mc_AKGC417L,2.732,5.375,-689.694,150.188,41.5427,40.7071,27.6892,28.841,19.9435,18.2628,16.2773,15.7464,11.9979,9.57058,7.72928
178_1b6_Tc_mc_AKGC417L,5.375,7.756,-819.895,130.12,21.1153,26.8689,27.1469,25.061,14.2527,9.8825,4.75676,-3.53311,-0.662609,1.48204,0.393291
178_1b6_Tc_mc_AKGC417L,7.756,10.256,-606.798,138.414,30.6857,29.9522,16.8151,16.2431,11.5946,10.7694,7.35655,6.71436,4.47318,4.61738,4.85021
178_1b6_Tc_mc_AKGC417L,10.256,12.566,-814.036,172.661,29.7015,36.5314,49.9626,51.6922,45.8927,28.4988,22.5508,22.9697,8.89799,-12.8541,1.90075
178_1b6_Tc_mc_AKGC417L,12.566,14.827,-840.737,150.37,57.9517,41.4449,31.0988,30.9555,29.502,26.1235,12.0292,5.44828,8.65434,5.55469,5.69911
178_1b6_Tc_mc_AKGC417L,14.827,17.446,-834.481,158.207,49.9992,43.3486,41.9433,43.6627,25.2337,16.7387,10.9435,13.8778,21.5506,21.4044,8.62354
178_1b6_Tc_mc_AKGC417L,17.446,19.958,-678.176,142.258,31.1806,28.7028,15.7384,15.6849,11.3429,9.11317,3.59036,6.29665,3.56306,2.33926,2.88247
180_1b4_Lr_mc_AKGC417L,0.899,4.72,-736.619,160.726,45.6716,45.0946,32.573,26.4199,15.746,14.5043,15.0615,18.2498,9.3882,4.26051,3.81403
180_1b4_Lr_mc_AKGC417L,4.72,8.494,-691.49,184.066,29.7112,23.0291,21.6416,20.6367,10.0935,1.70911,-1.07794,19.8599,14.492,4.86763,8.41109
180_1b4_Lr_mc_AKGC417L,8.494,12.018,-651.389,152.558,45.4852,43.3315,26.7724,25.2939,18.6611,17.019,13.7604,13.3673,11.0687,9.31971,6.60404
180_1b4_Lr_mc_AKGC417L,12.018,15.554,-623.953,146.991,40.621,38.34,24.2757,24.0565,18.0438,17.4269,12.6432,11.1809,8.37462,7.39422,6.08528
180_1b4_Lr_mc_AKGC417L,15.554,19.108,-780.972,142.671,34.0142,32.1107,19.3504,16.826,11.526,10.5128,8.01562,1.90757,4.34085,8.04894,9.87525
180_1b4_Lr_mc_AKGC417L,19.108,19.876,-633.971,143.471,36.0439,32.9282,19.7564,20.1203,12.8872,13.1692,7.94809,7.1248,4.97397,6.28273,4.31773
201_1b1_Al_sc_LittC2SE,0.05,2.007,-935.824,150.015,43.5454,40.7375,26.595,25.3848,18.8525,17.4745,13.9359,13.0042,9.93783,9.34945,7.73653
201_1b1_Al_sc_LittC2SE,2.007,5.122,-1033.32,118.041,58.2431,21.2903,17.1568,21.2276,18.8714,13.9814,9.71399,4.86967,1.18149,0.48436,0.794113
201_1b1_Al_sc_LittC2SE,5.122,8.407,-1078.48,81.582,73.1808,62.3801,52.018,43.5355,36.6534,30.2395,23.5926,17.1339,12.024,9.09116,7.99615
201_1b1_Al_sc_LittC2SE,8.407,11.75,-1048.23,114.727,84.1517,52.9592,34.1944,28.9881,29.8792,29.6873,26.5955,22.3981,18.5327,15.0093,11.9539
201_1b1_Al_sc_LittC2SE,11.75,15.036,-835.806,138.8,31.2631,30.0452,15.7057,15.71,10.6814,10.4977,7.75767,7.12735,4.92435,4.61233,3.46415
201_1b1_Al_sc_LittC2SE,15.036,18.293,-930.392,147.806,41.2396,39.1659,24.3375,22.1776,14.577,12.3708,8.18925,5.11139,2.74765,2.64985,2.28715
201_1b1_Al_sc_LittC2SE,18.293,19.979,-935.97,142.827,33.0049,32.9697,21.9969,23.2519,17.4797,14.7456,10.6166,11.7541,11.7941,9.73686,4.72939
